T20,Agricultural production indices,,,,,
13,Central America,2021,Agricultural production (Index Base: 2014-2016 = 100),112.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
13,Central America,2022,Agricultural production (Index Base: 2014-2016 = 100),114.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
13,Central America,1985,Food production (Index Base: 2014-2016 = 100),49.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
13,Central America,1995,Food production (Index Base: 2014-2016 = 100),61.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
13,Central America,2005,Food production (Index Base: 2014-2016 = 100),78.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
13,Central America,2010,Food production (Index Base: 2014-2016 = 100),87.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
13,Central America,2015,Food production (Index Base: 2014-2016 = 100),98.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
13,Central America,2020,Food production (Index Base: 2014-2016 = 100),111.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
13,Central America,2021,Food production (Index Base: 2014-2016 = 100),112.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
13,Central America,2022,Food production (Index Base: 2014-2016 = 100),114.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,1985,Agricultural production (Index Base: 2014-2016 = 100),40.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,1995,Agricultural production (Index Base: 2014-2016 = 100),53.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,2005,Agricultural production (Index Base: 2014-2016 = 100),75.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,2010,Agricultural production (Index Base: 2014-2016 = 100),89.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,2015,Agricultural production (Index Base: 2014-2016 = 100),102.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,2020,Agricultural production (Index Base: 2014-2016 = 100),111.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,2021,Agricultural production (Index Base: 2014-2016 = 100),111.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,2022,Agricultural production (Index Base: 2014-2016 = 100),112.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,1985,Food production (Index Base: 2014-2016 = 100),39.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,1995,Food production (Index Base: 2014-2016 = 100),53.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,2005,Food production (Index Base: 2014-2016 = 100),75.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,2010,Food production (Index Base: 2014-2016 = 100),89.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,2015,Food production (Index Base: 2014-2016 = 100),102.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,2020,Food production (Index Base: 2014-2016 = 100),110.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,2021,Food production (Index Base: 2014-2016 = 100),111.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
5,South America,2022,Food production (Index Base: 2014-2016 = 100),112.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,1985,Agricultural production (Index Base: 2014-2016 = 100),36.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,1995,Agricultural production (Index Base: 2014-2016 = 100),54.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,2005,Agricultural production (Index Base: 2014-2016 = 100),74.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,2010,Agricultural production (Index Base: 2014-2016 = 100),87.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,2015,Agricultural production (Index Base: 2014-2016 = 100),100.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,2020,Agricultural production (Index Base: 2014-2016 = 100),108.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,2021,Agricultural production (Index Base: 2014-2016 = 100),112.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,2022,Agricultural production (Index Base: 2014-2016 = 100),114.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,1985,Food production (Index Base: 2014-2016 = 100),35.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,1995,Food production (Index Base: 2014-2016 = 100),54.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,2005,Food production (Index Base: 2014-2016 = 100),74.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,2010,Food production (Index Base: 2014-2016 = 100),87.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,2015,Food production (Index Base: 2014-2016 = 100),100.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,2020,Food production (Index Base: 2014-2016 = 100),109.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,2021,Food production (Index Base: 2014-2016 = 100),113.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
142,Asia,2022,Food production (Index Base: 2014-2016 = 100),115.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,1995,Agricultural production (Index Base: 2014-2016 = 100),50.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,2005,Agricultural production (Index Base: 2014-2016 = 100),67.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,2010,Agricultural production (Index Base: 2014-2016 = 100),78.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,2015,Agricultural production (Index Base: 2014-2016 = 100),100.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,2020,Agricultural production (Index Base: 2014-2016 = 100),114.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,2021,Agricultural production (Index Base: 2014-2016 = 100),114.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,2022,Agricultural production (Index Base: 2014-2016 = 100),120.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,1995,Food production (Index Base: 2014-2016 = 100),42.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,2005,Food production (Index Base: 2014-2016 = 100),61.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,2010,Food production (Index Base: 2014-2016 = 100),74.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,2015,Food production (Index Base: 2014-2016 = 100),100.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,2020,Food production (Index Base: 2014-2016 = 100),114.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,2021,Food production (Index Base: 2014-2016 = 100),114.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
143,Central Asia,2022,Food production (Index Base: 2014-2016 = 100),120.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
30,Eastern Asia,1985,Agricultural production (Index Base: 2014-2016 = 100),33.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
30,Eastern Asia,1995,Agricultural production (Index Base: 2014-2016 = 100),54.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
30,Eastern Asia,2005,Agricultural production (Index Base: 2014-2016 = 100),76.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
30,Eastern Asia,2010,Agricultural production (Index Base: 2014-2016 = 100),88.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
30,Eastern Asia,2015,Agricultural production (Index Base: 2014-2016 = 100),101.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
30,Eastern Asia,2020,Agricultural production (Index Base: 2014-2016 = 100),104.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
30,Eastern Asia,2021,Agricultural production (Index Base: 2014-2016 = 100),108.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
30,Eastern Asia,2022,Agricultural production (Index Base: 2014-2016 = 100),110.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
30,Eastern Asia,1985,Food production (Index Base: 2014-2016 = 100),32.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
30,Eastern Asia,1995,Food production (Index Base: 2014-2016 = 100),53.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
30,Eastern Asia,2005,Food production (Index Base: 2014-2016 = 100),75.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
30,Eastern Asia,2010,Food production (Index Base: 2014-2016 = 100),88.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
