T10,Health personnel,,,,,
28,Antigua and Barbuda,2007,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2007,Health personnel: Nurses and midwives (number),277,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2007,Health personnel: Nurses and midwives personnel (per 1000 population),3.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2008,Health personnel: Physicians (number),45,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2008,Health personnel: Physicians (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2014,Health personnel: Dentists (number),4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2014,Health personnel: Dentists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2014,Health personnel: Nurses and midwives (number),434,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2014,Health personnel: Nurses and midwives personnel (per 1000 population),4.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2015,Health personnel: Nurses and midwives (number),422,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2015,Health personnel: Nurses and midwives personnel (per 1000 population),4.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2017,Health personnel: Physicians (number),264,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2017,Health personnel: Physicians (per 1000 population),2.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2017,Health personnel: Nurses and midwives (number),429,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2017,Health personnel: Nurses and midwives personnel (per 1000 population),4.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2019,Health personnel: Nurses and midwives (number),882,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
28,Antigua and Barbuda,2019,Health personnel: Nurses and midwives personnel (per 1000 population),9.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2015,Health personnel: Physicians (number),"171,870",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2015,Health personnel: Physicians (per 1000 population),4.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2020,Health personnel: Physicians (number),"175,419",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2020,Health personnel: Physicians (per 1000 population),3.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2020,Health personnel: Dentists (number),"35,569",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2020,Health personnel: Dentists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2020,Health personnel: Pharmacists (number),"22,390",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2020,Health personnel: Pharmacists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2020,Health personnel: Nurses and midwives (number),"245,314",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2020,Health personnel: Nurses and midwives personnel (per 1000 population),5.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2022,Health personnel: Physicians (number),"185,762",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2022,Health personnel: Physicians (per 1000 population),4.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2022,Health personnel: Dentists (number),"43,935",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2022,Health personnel: Dentists (per 1000 population),1.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2022,Health personnel: Pharmacists (number),"22,207",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2022,Health personnel: Pharmacists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
32,Argentina,2022,Health personnel: Nurses and midwives personnel (per 1000 population),4.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2005,Health personnel: Physicians (number),"7,645",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2005,Health personnel: Physicians (per 1000 population),2.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2005,Health personnel: Dentists (number),959,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2005,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2005,Health personnel: Pharmacists (number),95,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2005,Health personnel: Pharmacists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2005,Health personnel: Nurses and midwives (number),"14,872",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2005,Health personnel: Nurses and midwives personnel (per 1000 population),4.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2010,Health personnel: Physicians (number),"8,177",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2010,Health personnel: Physicians (per 1000 population),2.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2010,Health personnel: Dentists (number),"1,257",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2010,Health personnel: Dentists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2010,Health personnel: Pharmacists (number),123,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2010,Health personnel: Pharmacists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2010,Health personnel: Nurses and midwives (number),"15,076",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2010,Health personnel: Nurses and midwives personnel (per 1000 population),5.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2015,Health personnel: Physicians (number),"8,526",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2015,Health personnel: Physicians (per 1000 population),3.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2015,Health personnel: Dentists (number),"1,080",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2015,Health personnel: Dentists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
51,Armenia,2015,Health personnel: Pharmacists (number),143,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
